municerca,fecha_agg,sexo,edad_diagnostico,lon,lat,distancia_rio,distancia_verde_m,distancia_grande_m,longitude,latitude,t2m,d2m,tp,t2m_min,t2m_max,wind_speed,ws10,dia,mes,tp_anom,t2m_anom,d2m_anom,t2m_min_anom,t2m_max_anom,casos,Estimación poblacional,Superficie (Km cuadrados),Proximidad al río (m) (distancia mínima),Proximidad al río (m) (distancia al centroide),Proximidad al río (m) (distancia máxima),Densidad poblacional,CALMAT I,CALMAT II,CALMAT III,CALMAT IV,CALMAT V,Hogares Pobres,Hogares Pobres No Indigentes,Hogares Indigentes,Personas Pobres,Personas Pobres No Indigentes,Personas Indigentes,UNEA: Sin Instrucción,UNEA: Primario Incompleto,UNEA: Primario Completo,UNEA: Secundario Incompleto,UNEA: Secundario Completo,UNEA: Superior y/o Universitario Incompleto,UNEA: Superior y/o Universitario Completo,Acceso a Cloacas,Acceso a Gas de Red,Acceso a Agua de Red,Acceso a Electricidad,Mujeres (%),Varones (%),Mujeres de 0 a 6 años,Varones de 0 a 6 años,Personas de 0 a 6 años,Mujeres de 7 a 14 años,Varones de 7 a 14 años,Personas de 7 a 14 años,Mujeres de 15 a 24 años,Varones de 15 a 24 años,Personas de 15 a 24 años,Mujeres de 25 a 59 años,Varones de 25 a 59 años,Personas de 25 a 59 años,Mujeres de 60 años o más,Varones de 60 años o más,Personas de 60 años o más,casos_sum_2w,casos_sum_3w,casos_sum_4w,casos_lag_1,casos_lag_2,casos_lag_3,casos_lag_4,casos_ma_4,t2m_mean_1w,t2m_mean_2w,d2m_mean_1w,d2m_mean_2w,tp_mean_1w,tp_sum_1w,tp_mean_2w,tp_sum_2w,t2m_min_mean_1w,t2m_min_mean_2w,t2m_max_mean_1w,t2m_max_mean_2w,ws10_mean_1w,ws10_mean_2w,tp_anom_mean_1w,tp_anom_sum_1w,tp_anom_mean_2w,tp_anom_sum_2w,t2m_anom_mean_1w,t2m_anom_mean_2w,d2m_anom_mean_1w,d2m_anom_mean_2w,t2m_min_anom_mean_1w,t2m_min_anom_mean_2w,t2m_max_anom_mean_1w,t2m_max_anom_mean_2w,vec_lag1,vec_lag2,vec_lag3,vec_sum_2w,vec_sum_3w,Vecinos_total
CGC 2,2023-12,0.0,26.0,-63.2182796,-32.4179239,1150.8780808916094,377.3084215059235,1937.9044793258895,-63.25,-32.5,298.970703125,286.3238220214844,0.0,292.14068603515625,305.358642578125,,3.59320296052468,29.0,12.0,0.0,1.0067932128906136,-2.586203681098084,0.17765638563366792,1.3671213785807481,1,7820,705.9967019999999,21.95,1313.28,2166.36,11.076538994937119,68.35,21.52,10.13,0,0,40.51,34.18,6.33,50.55,44.65,5.9,0.6,6.63,14.46,29.52,28.92,7.23,12.65,81.01,55.7,91.14,98.73,53.14,46.86,4.43,3.69,8.12,7.38,9.96,17.34,7.38,7.01,14.39,26.2,18.08,44.28,7.75,8.12,15.87,,,,,,,,,298.970703125,298.34918212890625,286.3238220214844,287.89904403686523,0.0,0.0,0.0,0.0,292.14068603515625,292.2134780883789,305.358642578125,304.8135795593262,3.59320296052468,3.501525226751676,0.0,0.0,-4.393679124337656e-05,-8.787358248675312e-05,1.0067932128906136,0.06565851282189072,-2.586203681098084,-2.4554981655544736,0.17765638563366792,-0.781150789614081,1.3671213785807481,0.5875935307255631,,,,,,
CGC 2,2024-01,0.75,18.5,-63.20619815,-32.4243539,1702.4015748308047,207.88687936004422,885.3425855799802,-63.25,-32.5,297.7276611328125,289.4742660522461,0.0,292.28627014160156,304.26851654052734,,3.4098474929786717,26.75,1.0,-8.787358248675312e-05,-0.8754761872468322,-2.3247926500108633,-1.73995796486183,-0.19193431712962195,4,7820,705.9967019999999,21.95,1313.28,2166.36,11.076538994937119,68.35,21.52,10.13,0,0,40.51,34.18,6.33,50.55,44.65,5.9,0.6,6.63,14.46,29.52,28.92,7.23,12.65,81.01,55.7,91.14,98.73,53.14,46.86,4.43,3.69,8.12,7.38,9.96,17.34,7.38,7.01,14.39,26.2,18.08,44.28,7.75,8.12,15.87,,,,1.0,,,,,298.970703125,298.34918212890625,286.3238220214844,287.89904403686523,0.0,0.0,0.0,0.0,292.14068603515625,292.2134780883789,305.358642578125,304.8135795593262,3.59320296052468,3.501525226751676,0.0,0.0,-4.393679124337656e-05,-8.787358248675312e-05,1.0067932128906136,0.06565851282189072,-2.586203681098084,-2.4554981655544736,0.17765638563366792,-0.781150789614081,1.3671213785807481,0.5875935307255631,4.0,,,,,
CGC 2,2024-02,0.3333333333333333,42.0,-63.21655666666667,-32.423488444444445,949.305199079372,292.8787061152959,1803.8347970807838,-63.25,-32.5,297.21352132161456,292.40944417317706,0.00015209780799018012,292.8863525390625,302.8492126464844,,2.373874913587482,16.0,2.0,2.7784987241642955e-05,-0.3404591501494944,0.877643324612595,-0.30772225336773495,-0.4376595453960906,9,7820,705.9967019999999,21.95,1313.28,2166.36,11.076538994937119,68.35,21.52,10.13,0,0,40.51,34.18,6.33,50.55,44.65,5.9,0.6,6.63,14.46,29.52,28.92,7.23,12.65,81.01,55.7,91.14,98.73,53.14,46.86,4.43,3.69,8.12,7.38,9.96,17.34,7.38,7.01,14.39,26.2,18.08,44.28,7.75,8.12,15.87,5.0,,,4.0,1.0,,,,297.7276611328125,298.34918212890625,289.4742660522461,287.89904403686523,0.0,0.0,0.0,0.0,292.28627014160156,292.2134780883789,304.26851654052734,304.8135795593262,3.4098474929786717,3.501525226751676,-8.787358248675312e-05,-8.787358248675312e-05,-4.393679124337656e-05,-8.787358248675312e-05,-0.8754761872468322,0.06565851282189072,-2.3247926500108633,-2.4554981655544736,-1.73995796486183,-0.781150789614081,-0.19193431712962195,0.5875935307255631,22.0,4.0,,26.0,,
CGC 2,2024-03,0.5066666666666667,37.653333333333336,-63.21175029333333,-32.42701575466667,1108.7693271741152,207.23909358421102,1492.5089143624512,-63.25,-32.5,296.18226114908856,291.0684554036458,9.503682454427084e-05,292.37146158854165,302.0690104166667,,2.660447315278006,22.533333333333335,3.0,-8.689663733965085e-05,0.5060615987895403,0.25134418101369876,0.24308406575521077,1.0929208381558602,75,7820,705.9967019999999,21.95,1313.28,2166.36,11.076538994937119,68.35,21.52,10.13,0,0,40.51,34.18,6.33,50.55,44.65,5.9,0.6,6.63,14.46,29.52,28.92,7.23,12.65,81.01,55.7,91.14,98.73,53.14,46.86,4.43,3.69,8.12,7.38,9.96,17.34,7.38,7.01,14.39,26.2,18.08,44.28,7.75,8.12,15.87,13.0,14.0,,9.0,4.0,1.0,,,297.21352132161456,297.4705912272135,292.40944417317706,290.94185511271155,0.00015209780799018012,0.00015209780799018012,7.604890399509006e-05,0.00015209780799018012,292.8863525390625,292.58631134033203,302.8492126464844,303.55886459350586,2.373874913587482,2.891861203283077,2.7784987241642955e-05,2.7784987241642955e-05,-3.004429762255508e-05,-6.008859524511016e-05,-0.3404591501494944,-0.6079676686981633,0.877643324612595,-0.7235746626991342,-0.30772225336773495,-1.0238401091147824,-0.4376595453960906,-0.31479693126285624,113.0,22.0,4.0,135.0,139.0,139.0
CGC 2,2024-04,0.4098360655737705,30.12295081967213,-63.210002842622956,-32.427083995081965,1213.7840666696843,201.29041912557977,1401.794542102744,-63.25,-32.5,291.0156947901992,286.9681178859023,0.0001863905640899158,287.67389551798504,294.7123324076335,,3.206998405600307,7.385245901639344,4.0,3.972576034055833e-05,0.18419721911801037,0.7353048578842256,0.2639187188796062,-0.9926542211461845,122,7820,705.9967019999999,21.95,1313.28,2166.36,11.076538994937119,68.35,21.52,10.13,0,0,40.51,34.18,6.33,50.55,44.65,5.9,0.6,6.63,14.46,29.52,28.92,7.23,12.65,81.01,55.7,91.14,98.73,53.14,46.86,4.43,3.69,8.12,7.38,9.96,17.34,7.38,7.01,14.39,26.2,18.08,44.28,7.75,8.12,15.87,84.0,88.0,89.0,75.0,9.0,4.0,1.0,22.25,296.18226114908856,296.69789123535156,291.0684554036458,291.73894978841145,9.503682454427084e-05,9.503682454427084e-05,0.00012356731626722548,0.00024713463253445096,292.37146158854165,292.6289070638021,302.0690104166667,302.45911153157556,2.660447315278006,2.517161114432744,-8.689663733965085e-05,-8.689663733965085e-05,-2.9555825049003947e-05,-5.9111650098007894e-05,0.5060615987895403,0.0828012243200229,0.25134418101369876,0.5644937528131468,0.24308406575521077,-0.03231909380626209,1.0929208381558602,0.3276306463798848,361.0,113.0,22.0,474.0,496.0,496.0
CGC 2,2024-05,0.5,33.5,-63.2047581,-32.4218166,1947.9933869196261,313.125984702523,666.0221705370947,-63.25,-32.5,287.24327087402344,279.3486328125,1.1146068572998047e-05,283.2342224121094,290.8595886230469,,3.6239169142621837,5.0,5.0,-1.8817848629421658e-05,-2.4500186496310903,-3.8391148319950616,-3.2758081506799783,-3.6515661168981524,2,7820,705.9967019999999,21.95,1313.28,2166.36,11.076538994937119,68.35,21.52,10.13,0,0,40.51,34.18,6.33,50.55,44.65,5.9,0.6,6.63,14.46,29.52,28.92,7.23,12.65,81.01,55.7,91.14,98.73,53.14,46.86,4.43,3.69,8.12,7.38,9.96,17.34,7.38,7.01,14.39,26.2,18.08,44.28,7.75,8.12,15.87,197.0,206.0,210.0,122.0,75.0,9.0,4.0,52.5,291.0156947901992,293.5989779696439,286.9681178859023,289.0182866447741,0.0001863905640899158,0.0001863905640899158,0.00014071369431709331,0.00028142738863418663,287.67389551798504,290.02267855326335,294.7123324076335,298.3906714121501,3.206998405600307,2.9337228604391568,3.972576034055833e-05,3.972576034055833e-05,-2.358543849954626e-05,-4.717087699909252e-05,0.18419721911801037,0.3451294089537753,0.7353048578842256,0.49332451944896216,0.2639187188796062,0.2535013923174085,-0.9926542211461845,0.050133308504837826,517.0,361.0,113.0,878.0,991.0,991.0
CGC 2,2024-10,0.0,65.0,-63.2080007,-32.4228607,1622.5648457061286,248.12764713851868,975.5223642126899,-63.25,-32.5,293.8645324707031,280.0575256347656,0.0,287.8873291015625,303.1960754394531,,2.980781060201056,5.0,10.0,0.0,2.938628811306444,1.9290818956163207,4.417627631293385,2.580990600585949,1,7820,705.9967019999999,21.95,1313.28,2166.36,11.076538994937119,68.35,21.52,10.13,0,0,40.51,34.18,6.33,50.55,44.65,5.9,0.6,6.63,14.46,29.52,28.92,7.23,12.65,81.01,55.7,91.14,98.73,53.14,46.86,4.43,3.69,8.12,7.38,9.96,17.34,7.38,7.01,14.39,26.2,18.08,44.28,7.75,8.12,15.87,124.0,199.0,208.0,2.0,122.0,75.0,9.0,52.0,287.24327087402344,289.1294828321113,279.3486328125,283.15837534920115,1.1146068572998047e-05,1.1146068572998047e-05,9.876831633145692e-05,0.00019753663266291384,283.2342224121094,285.45405896504724,290.8595886230469,292.7859605153402,3.6239169142621837,3.4154576599312456,-1.8817848629421658e-05,-1.8817848629421658e-05,1.0453955855568338e-05,2.0907911711136676e-05,-2.4500186496310903,-1.13291071525654,-3.8391148319950616,-1.551904987055418,-3.2758081506799783,-1.5059447159001862,-3.6515661168981524,-2.3221101690221686,2.0,1.0,0.0,3.0,3.0,3.0
CGC 2,2024-12,1.0,49.0,-63.2043521,-32.42921,1570.8905072805055,146.73047163549788,1003.3890482337154,-63.25,-32.5,294.6683349609375,282.66156005859375,0.0,288.63421630859375,301.98223876953125,,4.163605171754421,4.0,12.0,-8.791022830539279e-06,2.257707383897582,1.2020616319444457,0.7685092502169937,3.976659478081615,1,7820,705.9967019999999,21.95,1313.28,2166.36,11.076538994937119,68.35,21.52,10.13,0,0,40.51,34.18,6.33,50.55,44.65,5.9,0.6,6.63,14.46,29.52,28.92,7.23,12.65,81.01,55.7,91.14,98.73,53.14,46.86,4.43,3.69,8.12,7.38,9.96,17.34,7.38,7.01,14.39,26.2,18.08,44.28,7.75,8.12,15.87,3.0,125.0,200.0,1.0,2.0,122.0,75.0,50.0,293.8645324707031,290.5539016723633,280.0575256347656,279.7030792236328,0.0,0.0,5.5730342864990234e-06,1.1146068572998047e-05,287.8873291015625,285.56077575683594,303.1960754394531,297.02783203125,2.980781060201056,3.30234898723162,0.0,0.0,-9.408924314710829e-06,-1.8817848629421658e-05,2.938628811306444,0.24430508083767655,1.9290818956163207,-0.9550164681893705,4.417627631293385,0.5709097403067034,2.580990600585949,-0.5352877581561017,2.0,5.0,2.0,7.0,9.0,9.0
CGC 2,2025-01,0.5,26.0,-63.208600149999995,-32.4269665,1376.519763564007,195.80566360061533,1170.4967338595757,-63.25,-32.5,298.627685546875,291.4805603027344,4.172325134277344e-07,293.15997314453125,305.5927276611328,,1.5816730029006822,16.5,1.0,-8.103582594129774e-06,0.29852826153791057,1.0209800437644674,0.15620580602575274,0.7259831181278855,2,7820,705.9967019999999,21.95,1313.28,2166.36,11.076538994937119,68.35,21.52,10.13,0,0,40.51,34.18,6.33,50.55,44.65,5.9,0.6,6.63,14.46,29.52,28.92,7.23,12.65,81.01,55.7,91.14,98.73,53.14,46.86,4.43,3.69,8.12,7.38,9.96,17.34,7.38,7.01,14.39,26.2,18.08,44.28,7.75,8.12,15.87,2.0,4.0,126.0,1.0,1.0,2.0,122.0,31.5,294.6683349609375,294.2664337158203,282.66156005859375,281.3595428466797,0.0,0.0,0.0,0.0,288.63421630859375,288.2607727050781,301.98223876953125,302.5891571044922,4.163605171754421,3.5721931159777385,-8.791022830539279e-06,-8.791022830539279e-06,-4.3955114152696395e-06,-8.791022830539279e-06,2.257707383897582,2.598168097602013,1.2020616319444457,1.5655717637803832,0.7685092502169937,2.5930684407551894,3.976659478081615,3.278825039333782,3.0,2.0,5.0,5.0,10.0,10.0
CGC 2,2025-02,1.0,53.0,-63.2069944,-32.424906,1619.1468653938894,47.3835413685027,928.5265827847247,-63.25,-32.5,294.71307373046875,291.61883544921875,3.2186508178710938e-06,290.63818359375,300.89849853515625,,1.1574115802694982,13.0,2.0,-0.0001323593987358941,-1.3848424840856524,1.2469098126446738,-1.1183392560040488,0.1641104239004676,1,7820,705.9967019999999,21.95,1313.28,2166.36,11.076538994937119,68.35,21.52,10.13,0,0,40.51,34.18,6.33,50.55,44.65,5.9,0.6,6.63,14.46,29.52,28.92,7.23,12.65,81.01,55.7,91.14,98.73,53.14,46.86,4.43,3.69,8.12,7.38,9.96,17.34,7.38,7.01,14.39,26.2,18.08,44.28,7.75,8.12,15.87,3.0,4.0,6.0,2.0,1.0,1.0,2.0,1.5,298.627685546875,296.64801025390625,291.4805603027344,287.07106018066406,4.172325134277344e-07,4.172325134277344e-07,2.086162567138672e-07,4.172325134277344e-07,293.15997314453125,290.8970947265625,305.5927276611328,303.78748321533203,1.5816730029006822,2.872639087327552,-8.103582594129774e-06,-8.103582594129774e-06,-8.447302712334527e-06,-1.6894605424669055e-05,0.29852826153791057,1.278117822717746,1.0209800437644674,1.1115208378544565,0.15620580602575274,0.4623575281213732,0.7259831181278855,2.35132129810475,3.0,3.0,2.0,6.0,8.0,8.0
CGC 2,2025-03,0.6666666666666666,59.083333333333336,-63.20956064166666,-32.427484299999996,1178.2936121411242,168.00472380146263,1430.2576241269808,-63.25,-32.5,293.5154037475586,288.7994791666667,0.0003801584243774414,290.55751037597656,298.4689000447591,,2.758175162646396,19.25,3.0,0.0002008501394295398,-2.2999205601068176,-2.2013478031864793,-1.7875134880160128,-2.4110088018723466,12,7820,705.9967019999999,21.95,1313.28,2166.36,11.076538994937119,68.35,21.52,10.13,0,0,40.51,34.18,6.33,50.55,44.65,5.9,0.6,6.63,14.46,29.52,28.92,7.23,12.65,81.01,55.7,91.14,98.73,53.14,46.86,4.43,3.69,8.12,7.38,9.96,17.34,7.38,7.01,14.39,26.2,18.08,44.28,7.75,8.12,15.87,3.0,4.0,5.0,1.0,2.0,1.0,1.0,1.25,294.71307373046875,296.6703796386719,291.61883544921875,291.54969787597656,3.2186508178710938e-06,3.2186508178710938e-06,1.817941665649414e-06,3.635883331298828e-06,290.63818359375,291.8990783691406,300.89849853515625,303.24561309814453,1.1574115802694982,1.3695422915850903,-0.0001323593987358941,-0.0001323593987358941,-7.023149066501194e-05,-0.00014046298133002389,-1.3848424840856524,-0.5431571112738711,1.2469098126446738,1.1339449282045706,-1.1183392560040488,-0.48106672498914804,0.1641104239004676,0.44504677101417656,22.0,3.0,3.0,25.0,28.0,28.0
CGC 2,2025-04,0.2,44.6,-63.2123481,-32.4292682,950.0762842743952,84.62379544699998,1616.6189448301543,-63.25,-32.5,288.9673645019531,282.21849365234374,0.0,284.29603271484376,294.78260498046876,,1.6225853224417004,13.4,4.0,-5.481931898328993e-05,-1.1249952465851378,-2.689635493058063,-1.3434592918113482,-0.372385525173604,5,7820,705.9967019999999,21.95,1313.28,2166.36,11.076538994937119,68.35,21.52,10.13,0,0,40.51,34.18,6.33,50.55,44.65,5.9,0.6,6.63,14.46,29.52,28.92,7.23,12.65,81.01,55.7,91.14,98.73,53.14,46.86,4.43,3.69,8.12,7.38,9.96,17.34,7.38,7.01,14.39,26.2,18.08,44.28,7.75,8.12,15.87,13.0,15.0,16.0,12.0,1.0,2.0,1.0,4.0,293.5154037475586,294.1142387390137,288.7994791666667,290.20915730794275,0.0003801584243774414,0.0003801584243774414,0.00019168853759765625,0.0003833770751953125,290.55751037597656,290.5978469848633,298.4689000447591,299.68369928995764,2.758175162646396,1.957793371457947,0.0002008501394295398,0.0002008501394295398,3.424537034682285e-05,6.84907406936457e-05,-2.2999205601068176,-1.8423815220962352,-2.2013478031864793,-0.4772189952709027,-1.7875134880160128,-1.452926372010031,-2.4110088018723466,-1.1234491889859395,59.0,22.0,3.0,81.0,84.0,84.0
CGC 2,2025-05,0.5,16.75,-63.210470425,-32.427053275,1205.287099991297,177.3067578566818,1382.2005911730648,-63.25,-32.5,292.1438522338867,288.1909866333008,1.3530254364013672e-05,288.6575393676758,297.81900787353516,,1.5133129237694867,5.75,5.0,-1.5775583408496996e-05,3.307461095739285,4.17951191089773,3.426265349211519,2.6767697369610772,4,7820,705.9967019999999,21.95,1313.28,2166.36,11.076538994937119,68.35,21.52,10.13,0,0,40.51,34.18,6.33,50.55,44.65,5.9,0.6,6.63,14.46,29.52,28.92,7.23,12.65,81.01,55.7,91.14,98.73,53.14,46.86,4.43,3.69,8.12,7.38,9.96,17.34,7.38,7.01,14.39,26.2,18.08,44.28,7.75,8.12,15.87,17.0,18.0,20.0,5.0,12.0,1.0,2.0,5.0,288.9673645019531,291.2413841247559,282.21849365234374,285.5089864095052,0.0,0.0,0.0001900792121887207,0.0003801584243774414,284.29603271484376,287.42677154541013,294.78260498046876,296.62575251261393,1.6225853224417004,2.190380242544048,-5.481931898328993e-05,-5.481931898328993e-05,7.301541022312494e-05,0.00014603082044624987,-1.1249952465851378,-1.712457903345978,-2.689635493058063,-2.445491648122271,-1.3434592918113482,-1.5654863899136804,-0.372385525173604,-1.3916971635229753,20.0,59.0,22.0,79.0,101.0,101.0
MUNICERCA 1,2024-01,0.6,41.4,-63.263628319999995,-32.40838178,834.9805266857591,162.74087048189034,3436.0201298198663,-63.25,-32.5,296.15556640625,291.4590698242188,0.0012113332748413086,291.8933898925781,301.31361083984376,,2.0704509854557336,12.4,1.0,0.0010435386940285012,-2.6089129412615764,1.0043576388888937,-1.82398681640625,-3.5022641330295188,5,10909,501.195501,17.79,764.29,2313.32,21.765957551961346,71.08,22.89,6.03,0,0,27.71,24.1,3.61,32.0,27.56,4.44,0.65,7.1,20.0,18.06,25.16,8.39,20.65,92.77,75.9,96.39,100.0,52.84,47.16,2.18,3.93,6.11,8.3,6.99,15.29,5.68,6.55,12.23,23.58,17.03,40.61,13.1,12.66,25.76,,,,,,,,,296.15556640625,297.1646947224935,291.4590698242188,292.1765360514323,0.0012113332748413086,0.0012113332748413086,0.0006905651754803128,0.0013811303509606255,291.8933898925781,293.02480087280276,301.31361083984376,302.44992251926,2.0704509854557336,2.3069672948769666,0.0010435386940285012,0.0010435386940285012,0.0005568737968986417,0.0011137475937972835,-2.6089129412615764,-1.202552415510265,1.0043576388888937,1.1133929462197414,-1.82398681640625,-0.6862188205797457,-3.5022641330295188,-1.7443769283844124,3.0,,,,,
MUNICERCA 1,2024-02,0.5555555555555556,54.47222222222222,-63.264034852777776,-32.40660201944444,1022.8335269937298,141.76840493300116,3163.2334480061313,-63.25,-32.5,298.173823038737,292.8940022786458,0.00016979707611931695,294.15621185302734,303.5862341986762,,2.543483604298199,14.416666666666666,2.0,7.020889976878224e-05,0.20380811024104636,1.2224282535505893,0.4515491752467587,0.013510276260693862,36,10909,501.195501,17.79,764.29,2313.32,21.765957551961346,71.08,22.89,6.03,0,0,27.71,24.1,3.61,32.0,27.56,4.44,0.65,7.1,20.0,18.06,25.16,8.39,20.65,92.77,75.9,96.39,100.0,52.84,47.16,2.18,3.93,6.11,8.3,6.99,15.29,5.68,6.55,12.23,23.58,17.03,40.61,13.1,12.66,25.76,,,,5.0,,,,,296.15556640625,297.1646947224935,291.4590698242188,292.1765360514323,0.0012113332748413086,0.0012113332748413086,0.0006905651754803128,0.0013811303509606255,291.8933898925781,293.02480087280276,301.31361083984376,302.44992251926,2.0704509854557336,2.3069672948769666,0.0010435386940285012,0.0010435386940285012,0.0005568737968986417,0.0011137475937972835,-2.6089129412615764,-1.202552415510265,1.0043576388888937,1.1133929462197414,-1.82398681640625,-0.6862188205797457,-3.5022641330295188,-1.7443769283844124,17.0,3.0,,20.0,,
MUNICERCA 1,2024-03,0.47953216374269003,42.9766081871345,-63.26365045672515,-32.40597238830409,1091.293402345558,132.37021072817774,3109.9936091169493,-63.25,-32.5,296.10285815858003,290.92243680898207,0.00015060664617527297,292.1701947485494,302.0730267797994,,2.629082178596626,23.5906432748538,3.0,-5.657167849872235e-05,0.6836564442231957,0.38263592636376026,0.18008825125724337,1.4831025128346977,171,10909,501.195501,17.79,764.29,2313.32,21.765957551961346,71.08,22.89,6.03,0,0,27.71,24.1,3.61,32.0,27.56,4.44,0.65,7.1,20.0,18.06,25.16,8.39,20.65,92.77,75.9,96.39,100.0,52.84,47.16,2.18,3.93,6.11,8.3,6.99,15.29,5.68,6.55,12.23,23.58,17.03,40.61,13.1,12.66,25.76,41.0,,,36.0,5.0,,,,298.173823038737,297.1646947224935,292.8940022786458,292.1765360514323,0.00016979707611931695,0.00016979707611931695,0.0006905651754803128,0.0013811303509606255,294.15621185302734,293.02480087280276,303.5862341986762,302.44992251926,2.543483604298199,2.3069672948769666,7.020889976878224e-05,7.020889976878224e-05,0.0005568737968986417,0.0011137475937972835,0.20380811024104636,-1.202552415510265,1.2224282535505893,1.1133929462197414,0.4515491752467587,-0.6862188205797457,0.013510276260693862,-1.7443769283844124,78.0,17.0,3.0,95.0,98.0,98.0
MUNICERCA 1,2024-04,0.4194915254237288,37.74152542372882,-63.26402635466102,-32.40604565423729,1077.3549435814884,136.0578849837783,3131.45695571938,-63.25,-32.5,291.00396637997386,287.2581915128029,0.00019290487645036084,287.92766971911414,294.48240015062237,,3.1105884282747085,8.5,4.0,4.0326969993654564e-05,0.09199878045160308,0.7346307301636456,0.631143393459666,-0.9319473640168799,236,10909,501.195501,17.79,764.29,2313.32,21.765957551961346,71.08,22.89,6.03,0,0,27.71,24.1,3.61,32.0,27.56,4.44,0.65,7.1,20.0,18.06,25.16,8.39,20.65,92.77,75.9,96.39,100.0,52.84,47.16,2.18,3.93,6.11,8.3,6.99,15.29,5.68,6.55,12.23,23.58,17.03,40.61,13.1,12.66,25.76,207.0,212.0,,171.0,36.0,5.0,,,296.10285815858003,297.1383405986585,290.92243680898207,291.90821954381397,0.00015060664617527297,0.00015060664617527297,0.00016020186114729497,0.00032040372229458994,292.1701947485494,293.1632033007884,302.0730267797994,302.82963048923784,2.629082178596626,2.5862828914474125,-5.657167849872235e-05,-5.657167849872235e-05,6.818610635029945e-06,1.363722127005989e-05,0.6836564442231957,0.44373227723212105,0.38263592636376026,0.8025320899571747,0.18008825125724337,0.31581871325200106,1.4831025128346977,0.7483063945476958,256.0,78.0,17.0,334.0,351.0,351.0
MUNICERCA 1,2024-05,0.2,34.6,-63.26619518,-32.40724952,938.4976358758134,67.8146526239324,3139.4150961455307,-63.25,-32.5,285.5461853027344,281.10149536132815,7.271766662597656e-06,281.8459106445313,291.47572631835936,,3.165227124527852,4.6,5.0,-2.3976961771647135e-05,-3.0905422182436495,-1.8345308430989462,-3.3772558593749977,-2.8763629376446715,5,10909,501.195501,17.79,764.29,2313.32,21.765957551961346,71.08,22.89,6.03,0,0,27.71,24.1,3.61,32.0,27.56,4.44,0.65,7.1,20.0,18.06,25.16,8.39,20.65,92.77,75.9,96.39,100.0,52.84,47.16,2.18,3.93,6.11,8.3,6.99,15.29,5.68,6.55,12.23,23.58,17.03,40.61,13.1,12.66,25.76,407.0,443.0,448.0,236.0,171.0,36.0,5.0,112.0,291.00396637997386,293.5534122692769,287.2581915128029,289.0903141608925,0.00019290487645036084,0.00019290487645036084,0.0001717557613128169,0.0003435115226256338,287.92766971911414,290.0489322338318,294.48240015062237,298.2777134652109,3.1105884282747085,2.869835303435667,4.0326969993654564e-05,4.0326969993654564e-05,-8.122354252533894e-06,-1.624470850506779e-05,0.09199878045160308,0.3878276123373994,0.7346307301636456,0.5586333282637029,0.631143393459666,0.4056158223584547,-0.9319473640168799,0.2755775744089089,376.0,256.0,78.0,632.0,710.0,710.0
MUNICERCA 1,2024-06,1.0,40.0,-63.2586763,-32.4001501,1705.5091908754002,115.942415848767,2370.0771003044542,-63.25,-32.5,280.78155517578125,274.78204345703125,0.0,278.4464111328125,284.79901123046875,,2.227637390659072,24.0,6.0,-4.332153885452836e-06,-1.6916831687644844,-1.3239750614872605,-0.6310906304253194,-4.452085141782391,1,10909,501.195501,17.79,764.29,2313.32,21.765957551961346,71.08,22.89,6.03,0,0,27.71,24.1,3.61,32.0,27.56,4.44,0.65,7.1,20.0,18.06,25.16,8.39,20.65,92.77,75.9,96.39,100.0,52.84,47.16,2.18,3.93,6.11,8.3,6.99,15.29,5.68,6.55,12.23,23.58,17.03,40.61,13.1,12.66,25.76,241.0,412.0,448.0,5.0,236.0,171.0,36.0,112.0,285.5461853027344,288.2750758413541,281.10149536132815,284.17984343706553,7.271766662597656e-06,7.271766662597656e-06,0.00010008832155647925,0.0002001766431129585,281.8459106445313,284.8867901818227,291.47572631835936,292.97906323449087,3.165227124527852,3.1379077764012804,-2.3976961771647135e-05,-2.3976961771647135e-05,8.175004111003715e-06,1.635000822200743e-05,-3.0905422182436495,-1.4992717188960232,-1.8345308430989462,-0.5499500564676503,-3.3772558593749977,-1.3730562329576659,-2.8763629376446715,-1.9041551508307757,7.0,376.0,256.0,383.0,639.0,639.0
